Exportaciones por Inciso Arancelario;;;;;;;;;;;;;;;;;;;;;;;;
Comercio General;;;;;;;;;;;;;;;;;;;;;;;;
Período: 2002 - 2025;;;;;;;;;;;;;;;;;;;;;;;;
-Cifras en US dólares-;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Numero de Inciso;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025 p/
6108910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.539 ;19.653 ;8.146 ;5.050 ;6.314 ;3.814 ;1845;699;1049
61089200;473.408 ;922.278 ;550.118 ;13.811 ;473.242 ;1.686.141 ;2.824.017 ;43.846 ;78.063 ;501.296 ;1.191.463 ;328.422 ;131.633 ;107.147 ;7.490 ;0;0;0;0;0;0;0;0;0
6108920000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213.849 ;8.988 ;3.240 ;292.707 ;186.464 ;230.367 ;17010;2066;194
61089900;9.436 ;5.788 ;13.251 ;615 ;0;31 ;19.846 ;903 ;709 ;1.260 ;4.634 ;334 ;10 ;3 ;163 ;0;0;0;0;0;0;0;0;0
6108990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248 ;141 ;728 ;303 ;797 ;493;1087;563
61091000;112.133.111 ;113.802.388 ;98.354.723 ;51.671.487 ;54.122.816 ;54.857.479 ;38.746.664 ;38.762.045 ;42.070.413 ;36.469.683 ;31.962.474 ;48.411.010 ;79.299.625 ;71.631.509 ;68.391.314 ;1095040;0;0;0;0;0;0;0;0
6109100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74.198.086 ;75.201.026 ;76.957.133 ;57.614.038 ;120.984.949 ;246.691.421 ;272.330.125 ;335.169.212 ;330.024.824 
61099000;5924027;3284203;1961409;1359927;1760135;1404120;2695577;451758;3181444;2541609;4370307;10936025;14921856;34438246;40205603;37545;24093;0;0;0;0;0;0;0 
6109900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65398213;55771925;62278836;71522327;109663764;124.463.435 ;97.586.338 ;84.312.650 ;71.361.371 
61101000;90459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
61101100;4014;97867;16481;12310;15659;56636;60515;32921;47440;27464;11132;4117;13341;8571;7454;1505;0;0;0;0;0;0;0;0 
6110110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16724;39119;47735;42278;39328;27271;9978;52177;19810
61101200;0;0;0;200;0;0;0;190;0;0;61337;0;0;0;431;0;0;0;0;0;0;0;0;0
6110120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1094;0;0;0;19
61101900;1034;3875;19111;49249;13473;37041;49852;33818;23846;20583;20414;53259;71660;8712;7486;0;0;0;0;0;0;0;0;0
6110190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1611;1300;586;1569;14044;36783;12836;8888;12763
61102000;10673408;12954963;33321553;46429390;75742153;77447769;45500989;30164511;28309500;36536651;35386605;38285404;49411568;56890540;59308746;137.114 ;0;0;0;0;0;59939;0;0
6110200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118.301.315 ;162394484;216090237;192710607;285265510;411059106;364400978;279656126;225036109
61103000;7187559;5911736;4232473;3243995;9382127;18737635;5312178;1792962;2897445;11704041;8658978;27344253;31587520;47745287;52077795;36.658 ;0;0;0;0;0;0;0;0 
6110300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103210306;135090007;106137143;77887497;103601923;102877504;61861337;74964300;84356894
61109000;39710;19400;22203;132606;236494;61086;83210;199569;437577;540548;335448;48006;301845;180070;116066;1.867 ;0;0;0;0;0;0;0;0 
6110900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141.279 ;268577;242819;482267;219837;406567;1023343;3305036;4956742
61111000;65488;94545;216996;67313;5676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
61112000;7.313.477 ;9.541.322 ;2.183.674 ;2.600.593 ;13.838.018 ;14.321.164 ;16.489.958 ;8.667.881 ;8.054.998 ;9.662.510 ;14.650.880 ;16.823.710 ;17.145.423 ;15.118.834 ;21.596.677 ;2041;0;3937;0;0;0;0;0;0
6111200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.905.712 ;19.724.136 ;19.512.421 ;24.911.167 ;21.959.436 ;12.113.042 ;9.021.203 ;9.584.284 ;8.146.064 
61113000;2.237.411 ;1.095.878 ;358.146 ;632.024 ;338.541 ;123850;40219;26521;45711;298577;494086;237933;107738;468845;1646746;645;0;0;0;0;0;0;0;0
6111300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.588.536 ;2828142;3540476;3507686;6838153;2529828;859026;587943;617821
61119000;6805273;2810671;5991554;5715187;3498930;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
61119010;0;0;0;0;0;1.053 ;756 ;238 ;169 ;1.532 ;611 ;956 ;45 ;21 ;0;0;0;0;0;0;0;0;0;0
6111901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.597 ;115 ;1.960 ;5.905 ;1.136 ;635 ;395 ;1.160 ;1.140 
61119090;0;0;0;0;0;2.799 ;1829;4935;20388;9929;4072;12967;67234;57617;59459;6605;0;0;0;0;0;0;0;0
6111909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64839;47991;40727;62694;54900;2989;4321;44141;632421
61121100;518350;3980170;4660885;631074;1006143;374229;45527;18363;367510;496754;45419;28401;8496;79289;42555;0;0;0;0;0;0;0;0;0 
6112110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71927;140996;18811;11808;4957;66731;309011;91901;30009
61121200;150264;123124;256303;117432;449286;499207;76059;7404;83128;216011;38677;69145;14035;44658;66555;0;0;0;0;0;0;0;0;0 
6112120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281515;75;43222;5417;140;1168;2379;5183;0
61121900;4240259;11766;2119;7627;3263;3066;4784;25766;12498;0;22009;574;5906;389;8954;1.109 ;0;0;0;0;0;0;0;0 
6112190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1859;2412;3477;20871;450;15;66;366;11078
61122000;125295;57040;147026;3016;5671;8427;14097;9800;3704;37273;15258;6506;44656;49364;831;0;0;0;0;0;0;0;0;0 
6112200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2128;12358;46771;31930;5333;8544;23818;9496;2510
61123100;17387;16115;16694;11689;17328;29877;10389;4772;718011;761352;14237;34231;28967;18189;22398;0;0;0;0;0;0;0;0;0 
6112310000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.415 ;1569;3898;12490;0;2376;455;382;1381
61123900;55;60;0;8778;17;3126;2572;111353;70;0;0;997;60;799;710;0;0;0;0;0;0;0;0;0 
6112390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1001;0;7;0;14;6;0;0;451
61124100;1239073;1836864;514919;47068;57761;170507;111596;238506;305827;367827;559007;392983;380076;264368;85268;561 ;0;0;0;0;0;0;0;0 
6112410000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.019 ;71708;139152;749315;324128;56328;82171;111289;114011
61124900;3655571;5046533;793656;40249;288;1249;1036;23331;8069;108;33403;4;0;0;0;0;0;0;0;0;0;0;0;0 
6112490000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.975 ;2668;2038;178741;32550;125;0;0;0
61130000;14017;8671;185372;316846;37158;334;9;800;582516;1803027;6513880;12664196;10461683;6655229;4427889;698.061 ;0;0;0;0;0;0;0;0 
6113000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.727.977 ;1391865;1485080;1797770;2844213;3020536;3734032;3355514;3549219
61141000;505;2356;88;33;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
61142000;914445;418.742 ;85408;61022;911.545 ;50.119 ;55.068 ;195.948 ;103369;602890;6.630 ;44051;90077;76.869 ;5.699 ;338;0;0;0;0;0;0;0;0
6114200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504104;586.394 ;389189;794591;2.669.716 ;3.297.305 ;3603158;5919963;4171063
61143000;675 ;11.070 ;3.947 ;79.790 ;30.776 ;1.031.384 ;943.895 ;1.109.514 ;1.343.691 ;957.013 ;871.825 ;725.361 ;649.846 ;1.100.112 ;1.792.167 ;0;0;0;0;0;0;0;0;0
6114300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.394.931 ;1.886.222 ;1.472.963 ;1.694.021 ;2.492.856 ;4.452.349 ;4.390.574 ;2.728.653 ;3.934.914 
61149000;355 ;7.697 ;218.960 ;91.358 ;90.635 ;4.384 ;2.821 ;176.687 ;13.722 ;44.793 ;2.376 ;4.482 ;10.553 ;29.485 ;6.069 ;0;0;0;0;0;0;0;0;0
6114900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.292 ;61.081 ;15.631 ;5.564 ;67.545 ;141.504 ;150.016 ;45.357 ;112.596 
61151010;0;0;0;0;0;5.136 ;8.897 ;55.902 ;68.292 ;130170;6.792 ;4.125 ;6.791 ;0;171 ;0;0;0;0;0;0;0;0;0
6115101000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58 ;3.413 ;482 ;262 ;26.312 ;117 ;5.754 ;11.343 ;0 
61151090;0;0;0;0;0;232.459 ;151.283 ;119782;280.659 ;432.453 ;90.149 ;33.613 ;16.086 ;54521;129035;29;0;0;0;0;0;0;0;0
6115109000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.022 ;59853;36.404 ;18540;25725;16.659 ;20604;15956;16038
61151100;1.358.618 ;729.956 ;781.769 ;416.584 ;471.704 ;18 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61151200;347630;401496;400663;310762;277092;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
61151900;868.819 ;820.107 ;617.197 ;577.344 ;497.246 ;614 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61152000;62;21781;55057;730;20648;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
61152100;0;0;0;0;0;10.501 ;1.072.907 ;475.185 ;1.610.630 ;1.337.218 ;589.360 ;459.205 ;715.800 ;732.241 ;876.951 ;20.642 ;0;0;0;0;0;0;0;0
6115210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;774.880 ;660.540 ;449.166 ;239.782 ;282.609 ;541.511 ;333.549 ;372.577 ;337.588 
61152200;0;0;0;0;0;10.887 ;31.117 ;40.211 ;39.895 ;102557;200240;186247;168907;100745;12.423 ;879;0;0;0;0;0;0;0;0
6115220000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8682;49.694 ;6498;73;69 ;99;0;763;0
61152900;0;0;0;0;0;9.303 ;338.333 ;949.711 ;46.490 ;34.896 ;222.864 ;24.026 ;32 ;1.372 ;1.955 ;0;0;0;0;0;0;0;0;0
6115290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.207 ;3.352 ;263 ;378 ;10.280 ;4.614 ;2.821 ;1.549 ;3.068 
61153000;0;0;0;0;2 ;30.294 ;22.631 ;34.608 ;18.348 ;30.791 ;30.830 ;81.621 ;99.616 ;93.238 ;27.838 ;0;0;0;0;0;0;0;0;0
6115300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.289 ;35.030 ;30.140 ;13.963 ;12.878 ;20.534 ;14.793 ;11.012 ;0 
61159100;13.558 ;7.340 ;1.041 ;15 ;725 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61159200;1969319;3261559;8075830;10343849;11301337;462574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
61159310;18.219 ;37.850 ;36.681 ;22.289 ;14341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61159390;243651;183971;406740;810391;1094555;2049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61159400;0;0;0;0;0;2.078 ;9.140 ;176 ;27 ;555 ;2.071 ;0;0;7 ;461 ;0;0;0;0;0;0;0;0;0
6115940000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421 ;13 ;0;9 ;60 ;1.522 ;0;0;0 
61159500;0;0;0;0;651.841 ;11.094.320 ;10.171.309 ;7.670.315 ;7.001.786 ;3.873.947 ;5.119.853 ;4.024.407 ;4.389.324 ;4.046.960 ;3.444.683 ;273.675 ;0;0;611;0;0;0;0;0
6115950000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.895.820 ;2.917.820 ;2.086.891 ;1.465.935 ;2.332.666 ;1.634.506 ;2.206.081 ;1.689.847 ;2.430.100 
61159600;0;0;0;0;96;839.890 ;733.540 ;1.230.463 ;669.448 ;132.749 ;182.758 ;340.640 ;685.104 ;383.376 ;863.496 ;115572;0;0;0;0;0;0;0;0
6115960000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;397.460 ;398.775 ;407.417 ;215.193 ;382.318 ;585.456 ;805.931 ;697.618 ;578.566 
61159900;29.461 ;185.683 ;197.201 ;137.864 ;99.201 ;526.495 ;2.009.941 ;637.154 ;794.514 ;767.274 ;460.121 ;83.178 ;41.859 ;114.566 ;220 ;0;0;0;0;0;0;0;0;0
6115990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.939 ;80.757 ;79.687 ;26.790 ;81.290 ;132.319 ;49.281 ;125.664 ;87.172 
61161000;0;0;5.560 ;0;0;0;26;225 ;4.565 ;6.731 ;29384;1.804 ;7608;152;2.171 ;0;0;0;0;0;0;0;0;0
6116100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.133 ;29.577 ;3895;11.107 ;30.808 ;7.448 ;17195;18479;27542
61169100;146 ;240 ;3.468 ;266 ;481 ;1.057 ;2.211 ;778 ;22 ;0;212 ;5 ;0;0;90 ;0;0;0;0;0;0;0;0;0
6116910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42 ;6 ;585 ;141 ;3 ;506 ;15 ;1 ;0 
61169200;2.417 ;5.919 ;1.677 ;1.441 ;10.292 ;534 ;730 ;5.614 ;2.161 ;295 ;436 ;1.541 ;4.803 ;276 ;0;0;0;0;0;0;0;0;0;0
6116920000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216 ;1.173 ;363 ;80 ;144 ;1.882 ;43 ;5 ;114 
61169300;0;2.091 ;5.936 ;5.405 ;5.176 ;8.609 ;11.020 ;6.700 ;22.987 ;15.707 ;29.230 ;14.243 ;33.809 ;7.833 ;43.086 ;143 ;0;0;0;0;0;0;0;0
6116930000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.430 ;4.667 ;23.159 ;14 ;2.669 ;180 ;423 ;231 ;902 
61169900;4.239 ;240 ;458 ;128 ;2.790 ;13.511 ;134.895 ;37.390 ;30.405 ;2.888 ;7934;1.762 ;58379;5.528 ;31 ;0;0;0;0;0;0;0;0;0
6116990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.151 ;28.169 ;616 ;19312;24.330 ;25.239 ;12.741 ;18.092 ;34.458 
61171000;207.490 ;300.733 ;323.802 ;238.065 ;108.725 ;109.482 ;154.890 ;98.024 ;170.947 ;247.255 ;230.158 ;250.468 ;193.736 ;158.961 ;128.451 ;2.060 ;0;0;0;0;0;0;0;0
6117100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104.447 ;115.655 ;129.734 ;2.332.772 ;1.056.909 ;300.776 ;134.460 ;141.058 ;92.120 
61172000;1.056 ;146 ;8.198 ;15.620 ;3.807 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61178010;142482;944429;490397;20943;18027;27180;6510;1585;4897;8336;4970;2883;3903;2414;4150;0;0;0;0;0;0;0;0;0 
6117801000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.610 ;3638;6992;1893;1903;4608;8246;3786;23087
61178020;0;0;0;0;0;16178;22456;29295;18623;43386;17799;19442;12161;5903;32228;0;0;0;0;0;0;0;0;0 
6117802000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3496;3527;3107;15933;381;51027;7347;7635;19
61178090;52.495 ;61.450 ;51.846 ;31.874 ;45.555 ;365.777 ;1.763.463 ;1.794.770 ;1.264.959 ;1.074.537 ;1.478.991 ;855.159 ;884.336 ;862.189 ;450.897 ;1.898 ;0;0;0;0;0;0;0;0
6117809000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232.474 ;486.359 ;400.303 ;278.489 ;313.653 ;513.228 ;332.122 ;315.277 ;455.802 
61179000;7.250.201 ;6.788.402 ;138.429 ;34.793 ;232.954 ;42.042 ;13.341 ;29.111 ;50.220 ;134.850 ;316.939 ;156.987 ;235.311 ;144.353 ;123.599 ;0;0;0;0;0;0;0;0;0
6117900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114.905 ;95.389 ;160.266 ;174.766 ;129.167 ;393.214 ;141.015 ;1.511.528 ;645.535 
62011100;224 ;2.471 ;1.900 ;728 ;10.748 ;265 ;200;210 ;74.828 ;82304;723011;2780526;3984041;3297461;3248396;0;0;0;0;0;0;0;0;0
6201110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4824879;3163925;4406299;2660308;1808982;0;0;0;0
62011200;1560468;363395;3382;15806;252712;11967;35338;34199;22736;8091;5495;2795;787;2944;9132;0;0;0;0;0;0;0;0;0 
6201120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.021 ;34192;46276;19929;10895;3185;0;0;0
62011300;6841425;996173;522126;369321;757803;201114;52639;44026;19971;55648;18920;108761;120365;51765;63621;12.522 ;0;0;0;0;0;0;0;0 
6201130000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111668;320947;462952;237063;172242;9435;0;0;0
62011900;921;2212;11392;4030;4303;7740;6202;532;801;0;186;1375;6975;74391;35978;0;0;0;0;0;0;0;0;0
6201190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50096;79100;11289;2299;29938;0;0;0;0
6201200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41 ;11 ;26 
6201300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1387;1069;11328;10257
6201400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.581 ;8.954 ;16.045 ;20.690 
6201900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14684;13100;16071;21611
62019100;456708;0;255;160;0;0;144;338;266;5132;5162;1054;1341;734;0;0;0;0;0;0;0;0;0;0 
6201910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;553 ;541;19;6984;2001;0;0;0;0
62019200;2428;1287;2703;587;8932;20886;35121;60497;18855;30309;45370;59265;77256;53798;60908;0;0;0;0;0;0;0;0;0 
6201920000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54049;90248;101263;44320;27577;0;0;0;0
62019300;4048;19066;162954;122133;10217;31944;10614;2408;6321;23673;132284;27017;38039;29579;44884;0;0;0;0;0;0;0;0;0 
6201930000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.557 ;27142;38541;18088;18313;0;0;0;0
62019900;353;6883;5642;1934;18332;15937;1236;35842;2522;2462;734;3216;6746;3382;6163;34.594 ;0;0;0;0;0;0;0;0 
6201990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63611;4628;2512;16901;3508;2691184;1009251;1811071;1851603
62021100;2202778;78843;57;4767278;19735981;20693450;16694924;15506263;19469267;24477933;19357545;18675721;17691170;15100675;8487410;0;0;0;0;0;0;0;0;0 
6202110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6990476;8813222;7095245;4792092;3818366;24;0;0;0
62021200;12187;875996;586812;346622;8875;21117;6527;25977;3898;1310311;3541108;2610246;2268960;2237372;1442055;0;0;0;0;0;0;0;0;0 
6202120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;987559;1503165;1391370;796056;835339;25;0;0;0
62021300;71692;5452;9382;6674;19839;70958;25333;31706;234755;488138;4522704;4993927;3775547;5088377;2165876;48 ;0;0;0;0;0;0;0;0 
6202130000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.272.038 ;903136;819408;476905;691061;523;0;0;0
62021900;327;5549;398;1847;1150;1438;338;10301;54461;20964;971;50;3972;943;17860;0;0;0;0;0;0;0;0;0 
6202190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342;9852;7152;6095;928;8714201;8617256;9106665;7855304
6202200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;305;946;429;463
6202300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60089;11387;9095;17300
6202400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.428 ;15.873 ;9.969 ;31.047 
6202900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10583;2536;108991;4502
62029100;48635;19794;0;28;0;26;120;2930;269;0;0;1734;0;0;6715;0;0;0;0;0;0;0;0;0 
6202910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;8779;20;0;0;0;0
62029200;2626;0;5674;3425;173920;109265;109537;6089;6016;4547;3459;12655;19029;25;2033;0;0;0;0;0;0;0;0;0 
6202920000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316078;19972;4549;1637;1159;0;0;0;0
62029300;323303;52;0;0;137721;284513;41562;0;44244;279569;170367;10895;289;22667;23906;0;0;0;0;0;0;0;0;0 
6202930000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6278;12835;33634;51746;47341;0;0;0;0
62029900;2328;339;1235;18016;5165;1845;586;1425;1785;19163;70;16233;6031;14;13298;3.552 ;0;0;0;0;0;0;0;0 
6202990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;358;3813;24769;1382;5817;11161;14645;14853;3114
62031100;3032816;3575455;3593444;15043846;10589310;6613962;276053;3498;2827;4918094;1804676;2074573;3778375;4402112;3536902;0;0;0;0;0;0;0;0;0 
6203110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263133;809175;1551303;85155;306964;1049820;569471;1460575;1832776
62031200;619495;270641;240972;424514;422592;366565;499550;353592;579806;558769;589144;542197;362080;394154;380804;2.748 ;0;0;0;0;0;0;0;0 
6203120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374475;233699;226769;52562;92688;93488;175677;53042;648226
62031900;25863;21724;72048;45108;8431;20963;6447;33645;75155;13299;2746;956;50;395;2751;0;0;0;0;0;0;0;0;0 
6203190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;16503;4456;1978;188416;249526;185881;229510;165033
62032100;66705;270;17;330;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
62032200;424.633 ;287.379 ;1.029.542 ;401.474 ;18.239 ;35.853 ;5.477 ;4.727 ;1.599 ;6.362 ;36.160 ;269.532 ;429.897 ;368.483 ;390.501 ;13654;0;0;0;0;0;0;0;0
6203220000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159.707 ;16.183 ;25.076 ;2.705 ;50.378 ;19.281 ;27.181 ;334.659 ;76.066 
62032300;6.459 ;1.786 ;4.548 ;382 ;148.146 ;12.375 ;724989;391999;55091;3524266;8127438;1783137;359403;2830;9614;578;0;0;0;0;0;0;0;0
6203230000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.077 ;12734;6485;43642;56911;45677;41569;2108;1124
62032900;1421;4786;19309;3795;60541;607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
62032910;0;0;0;0;0;132 ;12 ;0;1 ;235.026 ;384.142 ;485.176 ;479.731 ;2.433.760 ;2.037.031 ;0;0;0;0;0;0;0;0;0
6203291000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;706.004 ;629.766 ;1.009.885 ;637.588 ;59.735 ;1.653.550 ;746.172 ;442.485 ;47 
62032990;0;0;0;0;0;17676;56328;2700;6;1559;432;3683;2401;320;3223;0;0;0;0;0;0;0;0;0
6203299000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.431 ;31460;19952;60898;19914;27949;41606;30740;31955
62033100;4274759;4584403;1657436;184554;1346066;1383804;781333;4795;1671;705;112636;5497443;7888592;8981137;9866968;0;0;0;0;0;0;0;0;0 
6203310000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.564.171 ;5333022;6610993;3201722;2586754;12656446;13499809;9355479;12083850
62033200;2660178;2769549;2319409;2211305;269373;184081;36138;36817;23347;50056;11194;54556;72348;27595;418974;0;0;0;0;0;0;0;0;0 
6203320000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29126;19940;27634;61401;10247;46922;189439;64205;195129
62033300;4502504;4233507;4238696;1171112;370236;319277;715645;245168;254923;110934;470078;476239;626437;277550;462540;0;0;0;0;0;0;0;0;0 
6203330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;798.705 ;2687741;627603;774605;39400;197611;112414;172163;342870
62033900;25495;12099;55863;25413;21182;20001;76100;5927;255;33329;26854;13544;28335;23049;321684;1.920 ;0;0;0;0;0;0;0;0 
6203390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38886;55082;30187;27606;48544;116663;30769;18927;74070
62034100;1836723;1672961;1588487;1890;54842;947376;831013;1144;0;1168402;5923946;6517461;7413140;8312794;5664917;0;0;0;0;0;0;0;0;0 
6203410000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4571257;4338790;5261905;2479830;1952455;8478418;8949953;7302201;7995472
62034200;57750029;59871233;85931840;83075527;37064857;32599095;31537399;16564771;23497585;30480432;25387814;24153146;32526702;27533937;13003084;760.072 ;0;0;0;0;0;0;0;0
6203420000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.112.432 ;12431440;12076613;7880769;12010956;10593177;9151063;14314041;15132453
62034300;24183348;27289440;21414505;21942896;17931891;19040455;14412136;1880040;2957220;2608127;2974742;2977035;3375890;2943995;2970764;36.894 ;0;0;0;0;0;0;0;0 
6203430000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1916022;3152804;1215241;1916768;2690114;3944463;1909038;2078019;6037320
62034900;195050;384236;1449924;825078;1210665;678102;473227;515864;936851;1025462;775923;713613;871025;552291;662232;101.923 ;0;0;0;0;0;0;0;0 
6203490000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;983.337 ;3318832;3886873;4095616;7477710;6877848;7887473;8913316;7728178
62041100;0;63;0;0;113;445;7870;10980;0;0;276;0;0;33723;49114;0;0;0;0;0;0;0;0;0 
6204110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;7;836;0;0;2126
62041200;227146;257745;29061;310279;653245;1632309;198176;154947;12197;6489;131047;5660;1900;3322;12849;0;0;0;0;0;0;0;0;0 
6204120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.924 ;45429;27433;42938;23504;28273;61006;116498;13438
62041300;3356240;5768298;16534831;5960869;5414875;13299981;10903313;5432294;1491072;1266024;1339683;101089;600158;110685;412;0;0;0;0;0;0;0;0;0 
6204130000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26958;116617;28844;114825;133877;281043;249695;992693;307551
