Exportaciones por Inciso Arancelario;;;;;;;;;;;;;;;;;;;;;;;;
Comercio General;;;;;;;;;;;;;;;;;;;;;;;;
Período: 2002 - 2025;;;;;;;;;;;;;;;;;;;;;;;;
-Cifras en US dólares-;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Numero de Inciso;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025 p/
62041900;26.077 ;4.900 ;98.311 ;22.130 ;23.398 ;19.443 ;35.990 ;31.885 ;9.438 ;0;373 ;3.790 ;455 ;27.126 ;200.130 ;0;0;0;0;0;0;0;0;0
6204190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218.708 ;464.144 ;456.607 ;114.481 ;112.877 ;489.153 ;24.737 ;16.112 ;119.109 
62042100;0;0;83 ;6.331 ;58 ;1.038 ;362 ;0;2.883 ;383 ;466 ;809 ;230 ;0;0;0;0;0;0;0;0;0;0;0
6204210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60 ;0;261 ;0;0;1.133 ;0;3.145 ;0 
62042200;183.900 ;496.392 ;869.041 ;4.058.964 ;41.777 ;169.252 ;253.559 ;20.839 ;2.587 ;33.204 ;147.358 ;3.471 ;32.626 ;155.462 ;193.185 ;0;0;0;0;0;0;0;0;0
6204220000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58.867 ;5.250 ;26.036 ;15.359 ;40.157 ;24.179 ;17.478 ;27.367 ;41.924 
62042300;15.339.504 ;8.239.420 ;4976820;9709597;629966;1799011;2.243.081 ;54838;2150;13305;6778;26966;68524;124454;102583;37637;0;0;0;0;0;0;0;0
6204230000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28846;10769;9056;4157;23707;126243;783793;679107;377989
62042900;795058;116511;23275;3763;90336;23352;4734;100875;97392;520;253;40;327;3110;302026;676 ;0;0;0;0;0;0;0;0 
6204290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3935;37321;11050;7301;7581;5187;4900;47471;159235
62043100;6539980;2578903;3056253;462873;82212;503683;75140;5112;105;0;0;0;0;0;8437;0;0;0;0;0;0;0;0;0 
6204310000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14072;0;0;12;0;0;557;684
62043200;5607154;4421533;4054514;7240909;6758518;3359828;2958861;2689508;4184200;2372579;159273;108.265 ;1896341;3484567;7004593;0;0;0;0;0;0;0;0;0
6204320000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.533.362 ;18373291;25090698;4737233;21295052;102.377 ;41939;32979;146891
62043300;26228717;33726545;31796086;20761581;26367070;16687399;12802399;4243447;4889464;4671459;1.776.707 ;2.286.203 ;5.000.128 ;7.838.457 ;7.377.927 ;126;0;0;0;0;0;0;0;0
6204330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.424.377 ;7.169.902 ;8.075.298 ;2.967.574 ;1.326.251 ;2.856.513 ;567.460 ;256.162 ;133.585 
62043900;1.229.088 ;144.278 ;47.614 ;843.703 ;556.028 ;51.556 ;25.314 ;466.463 ;2.496 ;38.166 ;2.972 ;1.443 ;6.404 ;44.146 ;144.417 ;0;0;0;0;0;0;0;0;0
6204390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161.982 ;381.008 ;25.806 ;10.643 ;32.745 ;33.016 ;68.870 ;66.902 ;22.084 
62044100;57.910 ;27.099 ;228.763 ;431 ;0;6.055 ;0;0;0;6.208 ;4.481 ;840 ;449 ;10 ;5.325 ;599 ;0;0;0;0;0;0;0;0
6204410000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.965 ;3 ;856 ;2.158 ;878 ;0;0;0;2.429 
62044200;3.546.949 ;1.810.466 ;1.567.729 ;936.308 ;1.254.336 ;1.465.571 ;1.065.504 ;1.033.923 ;3.658.218 ;1.131.361 ;1.199.537 ;395.259 ;339.415 ;389.863 ;709.206 ;10925;0;0;0;0;0;0;0;0
6204420000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306.677 ;1.829.345 ;383.194 ;178.324 ;350.135 ;472.421 ;281.893 ;206.540 ;391.057 
62044300;27.506.724 ;19.402.955 ;12.859.938 ;9.109.934 ;9.587.232 ;14.671.665 ;8.874.501 ;5.656.752 ;6.906.266 ;11.541.364 ;4.399.702 ;6.749.944 ;7.574.670 ;7.611.522 ;8.005.219 ;13.714 ;0;0;0;0;0;0;0;0
6204430000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.723.797 ;6.832.868 ;4.141.958 ;4.074.777 ;7.298.086 ;7.258.557 ;5.980.823 ;1.915.591 ;2.226.782 
62044400;12.551.382 ;13159811;21.213.670 ;5.440.043 ;0;25065;51499;35915;14449;13361;12722;15276;1007665;1093549;263492;0;0;0;0;0;0;0;0;0
6204440000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6336008;451447;928854;1168676;70392;973380;3215;8484;9623
62044900;42106;10907;11360;60475;25894;33517;211469;7986;25752;32308;61748;249110;92999;340754;177797;1.862 ;0;0;0;0;0;0;0;0 
6204490000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.599 ;164450;354002;61152;420480;267120;253008;243286;211962
62045100;1033732;648003;478177;11593;0;0;0;315;1;5062;0;6;0;0;670;0;0;0;0;0;0;0;0;0 
6204510000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;143;0;15;155;44;0;0;0
62045200;5621756;13866294;12498008;11700165;8496241;3523225;1481524;2069220;1499870;740479;590770;979637;1037114;1549054;955721;102.276 ;0;0;0;0;0;0;0;0 
6204520000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;538559;772359;556832;304285;832092;683874;646812;460839;1400448
62045300;20699216;29854580;30735608;18566384;19674551;11292754;8660790;8273027;9825104;8228684;8206297;10684166;9518175;7205233;8892683;76.569 ;0;0;0;0;0;0;0;0 
6204530000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5253443;4276034;3833431;1845586;1344263;2371728;892139;767077;697856
62045900;190268;38558;48274;78470;118351;151418;207221;363441;483192;317125;236654;230690;349282;97179;110102;20.865 ;0;0;0;0;0;0;0;0 
6204590000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1256195;1297202;662189;315084;733095;999488;480265;650244;602168
62046100;631339;2008307;1122682;9381;507189;240;15883;86;714;41769;0;56;0;10;817;0;0;0;0;0;0;0;0;0 
6204610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3661;243;2162;0;467;8;959;12;147
62046200;86973297;107436819;149762824;122096201;70830776;51709215;41064379;23958054;31196696;37154836;45997522;30287759;26766914;25600211;17831010;107.678 ;0;0;0;0;0;0;0;0 
6204620000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13571081;17826682;16366952;12944708;18023222;22093773;8863838;11035966;12239047
62046300;67287858;90866595;101698701;83291369;112441658;103357859;83185097;97161874;108178015;107005714;108183176;106524898;96967231;118314017;109479036;40.322 ;0;0;0;0;0;0;0;0 
6204630000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99794032;86003534;63472961;33895684;26047935;36420850;20630772;12289217;6784103
62046900;746067;249351;99468;217230;714249;265998;101866;2175249;249433;160715;327646;431699;469483;265799;3823796;5.262 ;0;0;0;0;0;0;0;0 
6204690000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27338523;56154003;57138883;29173715;21571257;24789570;22822572;21380378;16175733
62051000;687460;110592;38925;2817;7753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
62052000;33.997.603 ;18.628.038 ;12.916.499 ;2.419.427 ;1.881.980 ;1.500.532 ;1.213.015 ;931.476 ;1.457.565 ;1.139.722 ;1.563.686 ;989.584 ;1.762.834 ;1.506.514 ;1.408.694 ;282.516 ;0;0;0;0;0;0;0;0
6205200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.422.446 ;2.000.900 ;2.457.608 ;1.265.424 ;2.843.216 ;2.305.526 ;2.019.492 ;2.625.467 ;4.202.513 
62053000;3.349.121 ;5.859.527 ;3.224.081 ;2.117.095 ;2.245.737 ;1.434.534 ;1.094.142 ;891.822 ;1.532.596 ;2.180.703 ;1.608.109 ;2.474.366 ;1.988.472 ;5.346.990 ;6.271.978 ;131.704 ;0;0;0;0;0;0;0;0
6205300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.196.844 ;3.022.088 ;2.351.077 ;1.101.882 ;1.707.019 ;4.237.932 ;4.721.065 ;4.685.138 ;2.872.190 
62059000;47.810 ;412.817 ;477.231 ;512.958 ;646.371 ;31.905 ;0;126 ;212 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62059010;0;0;0;0;0;0;145;12709;0;410;0;0;0;31275;49085;0;0;0;0;0;0;0;0;0 
6205901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42966;10821;3220;2641;351;0;202;0;776
62059090;0;0;0;0;0;630892;621188;364618;357597;557802;312280;124965;109969;205862;196377;18138;0;0;0;0;0;0;0;0 
6205909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147526;293567;255835;176634;304718;364855;337460;348712;402934
62061000;21368;0;231096;35807;24334;1396;400;3000;80;59932;15991;946;44;18;9572;0;0;0;0;0;0;0;0;0 
6206100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5348;17;62;0;938;0;2430;3405
62062000;81851;259004;88487;17694;206507;14363;235712;15893;3481;115410;45196;0;250;0;146;0;0;0;0;0;0;0;0;0 
6206200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189 ;7203;5032;5321;8974;508;17101;21474;61495
62063000;21304487;14859519;11792388;7379102;5471218;4496398;2901245;2321820;3656218;708085;1410428;1446637;1441299;1195302;676862;21.957 ;0;0;0;0;0;0;0;0 
6206300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.332.691 ;2160250;1781861;1232095;3388451;3843441;2073465;2440004;2011778
62064000;20569783;28015870;28055201;16643274;13434080;11588804;11118186;5745289;7508529;7643596;4412725;4225465;3218912;2801863;1994803;11.846 ;0;0;0;0;0;0;0;0 
6206400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.036.420 ;4103306;2981633;2951107;2910612;2972354;2547300;2127745;2485324
62069000;1231384;998105;3099344;1178113;2356158;1850410;594134;1525189;2601881;1853500;1107314;731663;2188971;2725640;2443442;213.283 ;0;0;0;0;0;0;0;0 
6206900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;809.979 ;640060;503471;442438;485538;732691;774058;968757;558110
62071100;7591885;4833470;2087985;33551;54668;436329;408640;444311;560683;665320;429274;421023;275310;312151;291528;0;0;0;0;0;0;0;0;0 
6207110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240.794 ;264335;335768;84773;133845;71984;353;1807;370
62071900;6881;31685;2034;3653;733;4631;35409;63361;16311;16620;10682;26060;39412;28414;64894;7.649 ;0;0;0;0;0;0;0;0 
6207190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30194;18262;3591;1327;2409;1436;197903;14089;3020
62072100;1293518;204931;37892;2253;344895;2248126;2121322;238601;9111;7654;386;397;408;77365;53272;0;0;0;0;0;0;0;0;0 
6207210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.520 ;26751;6229;16462;75097;27086;41474;9331;13631
62072200;713446;6018;1122;61929;321;22;0;0;0;0;5622;0;0;5984;647;0;0;0;0;0;0;0;0;0 
6207220000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.149 ;9065;31;0;13;682;147630;518473;811392
62072900;0;0;0;1801;3518;265;12110;699;3725;0;26;0;360;144;498;0;0;0;0;0;0;0;0;0 
6207290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.188 ;5644;1435;436;298;291;41626;6503;3548
62079100;568044;430798;31050;118493;18630;20882;19530;32858;7318;3418;29180;40634;104769;81834;78345;442 ;0;0;0;0;0;0;0;0 
6207910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.938 ;25447;34395;19804;16614;23945;4815;19184;5682
62079200;263711;346190;69939;87837;11244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
62079900;13.782 ;5.702 ;201 ;20.181 ;13.266 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62079910;0;0;0;0;0;486;736;0;23;0;0;6483;9958;686;0;0;0;0;0;0;0;0;0;0 
6207991000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18332;5774;4825;1322;2770;116;2829;1050
62079990;0;0;0;0;0;5.818 ;1.247 ;10.192 ;9.746 ;7.421 ;33 ;9.712 ;40.104 ;44.872 ;534 ;4 ;0;0;0;0;0;0;0;0
6207999000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.527 ;38.434 ;31.225 ;35.480 ;54.798 ;41.172 ;17.825 ;8.685 ;31.601 
62081100;2.194.374 ;1.213.236 ;992.781 ;797.666 ;7.525 ;13.954 ;25684;2897;0;0;1470;7644;5236;0;4350;0;0;0;0;0;0;0;0;0
6208110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;563;167;1024;3051;776;965;265;372
62081900;1379;21932;13453;12625;60;355;0;47127;15057;25185;595;0;0;0;6773;0;0;0;0;0;0;0;0;0 
6208190000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100 ;1483;2051;2293;6240;8405;886;2303;3446
62082100;336916;801231;1674083;994294;2141445;3123076;817619;451382;938348;101553;61682;10385;19926;162571;167450;0;0;0;0;0;0;0;0;0 
6208210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.887 ;127878;2631;10874;6676;34071;59390;67284;54046
62082200;2592213;2085778;1393632;483607;151533;61983;151599;632758;554479;246882;70447;70491;27797;10907;3416;0;0;0;0;0;0;0;0;0 
6208220000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554 ;22577;100487;12;1978;11769;201738;256;1354
62082900;1797;17261;1522;2608;627;0;423;10896;0;64338;21573;113;0;303;3;0;0;0;0;0;0;0;0;0 
6208290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;832;193;111;294;237;126;49;9549
62089100;162.861 ;93.276 ;58.214 ;898.786 ;46.460 ;88.128 ;79.667 ;640.392 ;198.582 ;199.432 ;37.682 ;43.018 ;98.371 ;12.154 ;2.612 ;0;0;0;0;0;0;0;0;0
6208910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.920 ;27.042 ;14.373 ;2.985 ;28.876 ;38.697 ;18.477 ;13.308 ;8.860 
62089200;979.594 ;1.001.343 ;261.406 ;306.032 ;256.072 ;62.907 ;16.727 ;8424;6799;40953;5780;28016;19934;36;1888;0;0;0;0;0;0;0;0;0
6208920000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7826;19.506 ;13.192 ;1880899;5199;1526;75.677 ;2.367 ;112.235 
62089900;66501;7781;31320;6101;2067;16.983 ;1.638 ;46.359 ;45.705 ;84.957 ;57.815 ;2.093 ;270 ;8.860 ;2.491 ;0;0;0;0;0;0;0;0;0
6208990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;881 ;281 ;1.887 ;7.235 ;3.932 ;2.082 ;4.971 ;5.341 ;2.535 
62091000;15.723 ;14.655 ;138.903 ;40.368 ;82.390 ;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62092000;4.731.452 ;2.039.445 ;2.163.514 ;1.412.730 ;1.426.666 ;1.302.583 ;1.383.035 ;1.640.539 ;924.811 ;565.076 ;1.155.741 ;1.808.751 ;1.261.471 ;627.966 ;531.032 ;77.060 ;0;0;0;0;0;0;0;0
6209200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.699.926 ;398.984 ;466.594 ;409.272 ;521.585 ;602.579 ;540.522 ;524.217 ;578.876 
62093000;42.037 ;213.789 ;17.943 ;36.364 ;10.645 ;22.190 ;82374;62411;46196;41.057 ;37363;45191;55605;2294;58050;1463;0;0;0;0;0;0;0;0
6209300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.676 ;31134;17338;53961;26620;27300;2544;7963;22500
62099000;28882;23913;25549;5818;82601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
62099010;0;0;0;0;0;71.142 ;50.653 ;3.288 ;1.459 ;20.868 ;3.401 ;2.162 ;3.915 ;16.428 ;5.239 ;578;0;0;0;0;0;0;0;0
6209901000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.268 ;48.862 ;10.992 ;9.416 ;42.360 ;3.968 ;864 ;2.605 ;3.037 
62099090;0;0;0;0;0;2.426 ;9.510 ;27.963 ;34.777 ;54.743 ;17.437 ;7.209 ;565 ;810 ;6.527 ;93;0;0;0;0;0;0;0;0
6209909000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.560 ;61.098 ;51.236 ;148.542 ;73.566 ;50.675 ;8.380 ;4.935 ;4.221 
62101010;0;936 ;498 ;121 ;0;311 ;0;5 ;1.460 ;30.952 ;87.270 ;62.955 ;49.989 ;62.159 ;2.381 ;0;0;0;0;0;0;0;0;0
6210101000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.224 ;13.606 ;0;4.523.855 ;62.410 ;55.567 ;10.685 ;4.635 ;3.392 
62101090;0;1.161 ;193 ;3.474 ;640 ;6.737 ;11.605 ;16.268 ;9.257 ;20.146 ;68.572 ;182.433 ;17.535 ;46.440 ;178.333 ;2730;0;0;0;0;0;0;0;0
6210109000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341.769 ;132.340 ;63.756 ;1.020.071 ;204.236 ;146.964 ;146.961 ;421.690 ;97.113 
62102000;0;0;16.753 ;0;12291;1.300 ;432;1034;130;505;1500;0;5;2270;3051;0;0;0;0;0;0;0;0;0
6210200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3632;824 ;693;11.639 ;468.209 ;308878;2417;8676;6543
62103000;838 ;0;7.102 ;9 ;210 ;18 ;1.881 ;25 ;0;3.560 ;4 ;0;0;0;13.930 ;0;0;0;0;0;0;0;0;0
6210300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 ;3 ;67 ;0;0;0;0;7.115 ;10.626 
62104000;72876;8478;253602;2234;4481;70208;10392;18659;16404;40969;22940;205995;178989;121279;21075;704 ;0;0;0;0;0;0;0;0 
6210400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24229;28849;48399;416615;109786;113096;234084;278167;86871
62105000;41454;209087;173318;6479;31574;218328;18173;169160;26932;1423;17586;69814;449032;143525;39942;0;0;0;0;0;0;0;0;0 
6210500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48154;31032;59762;70298;147604;204266;318549;124001;112596
62111100;240744;60464;403;1009;1110;26785;17366;42343;162;997;105;26;1813;1481;8952;162 ;0;0;0;0;0;0;0;0 
6211110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;4612;21;74266;102;562;4583;352739;772492
62111200;331450;210283;914846;5308;15807;51338;232081;67376;8165;181;12099;43555;3957;96217;3008;1.891 ;0;0;0;0;0;0;0;0 
6211120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14615;1693;819;286;8392;15410;26303;25442;37345
62112000;2825111;3768508;474826;248205;83496;22249;46321;41158;32852;192443;70661;59684;260382;94261;20858;16 ;0;0;0;0;0;0;0;0 
6211200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30692;35413;35422;222155;61038;16457;7128;18557;7064
62113100;2371;34;0;521;3939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
62113200;92.799 ;22.181 ;14.102 ;7.525 ;4.619 ;24.343 ;4.721 ;9.102 ;34.761 ;448.674 ;204.425 ;80.204 ;25.584 ;5.557 ;125.640 ;0;0;0;0;0;0;0;0;0
6211320000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;751 ;15.821 ;7844;4.922 ;13.221 ;7.944 ;403 ;22.724 ;14.934 
62113300;18.066 ;12496;51.461 ;293711;133712;26638;1377;63645;10642;6.664 ;236.626 ;250.065 ;42.599 ;33.008 ;639.487 ;0;0;0;0;0;0;0;0;0
6211330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442.869 ;701.390 ;519.979 ;520.632 ;555.288 ;486.599 ;1.260.497 ;990.862 ;1.038.681 
62113900;1.355 ;2.894 ;1.909 ;48.275 ;16.397 ;25.866 ;14.970 ;992 ;1.436 ;27.538 ;13.789 ;148.046 ;12.426 ;4.781 ;2.499 ;0;0;0;0;0;0;0;0;0
6211390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.826 ;392.050 ;152.873 ;1.661.299 ;114.620 ;179.527 ;131.966 ;779.075 ;1.514.441 
62114100;12 ;2.172 ;0;0;0;0;35 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62114200;460827;146558;65557;571024;113073;39112;222490;250533;191013;134885;109583;267180;219895;80081;54613;0;0;0;0;0;0;0;0;0 
6211420000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175.859 ;828683;147784;68157;50178;102705;97084;88577;537463
62114300;112228;121611;89762;75032;933441;2547143;1923209;1854679;2749522;2221326;4153108;5575795;4214953;1304279;2464507;0;0;0;0;0;0;0;0;0 
6211430000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4715240;9039298;5062348;5515478;4703831;8118924;5172285;4170739;3780727
62114900;169.340 ;82.418 ;26 ;4.417 ;34.011 ;74.259 ;31.435 ;9.808 ;2.582 ;1.471 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62114910;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0 
6211491000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;90;0;0;0
62114990;0;0;0;0;0;0;0;0;0;0;100;530;20.380 ;1.135 ;5.484 ;0;0;0;0;0;0;0;0;0
6211499000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165 ;16.581 ;27.691 ;26299;4212;41259;60.827 ;59.059 ;34.008 
62121000;1923363;1859985;6658027;7837696;5777535;708.482 ;537.150 ;2.006.892 ;778.432 ;624.773 ;775.882 ;494.200 ;293.304 ;299.239 ;231.053 ;815;0;0;0;0;0;0;0;0
6212100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258.936 ;361.649 ;273.254 ;341.760 ;920.529 ;836.505 ;712.441 ;909.778 ;1.254.159 
62122000;118.428 ;234.986 ;273805;275147;414902;342034;378242;364977;368624;353728;864748;880469;723966;714409;582770;1037;0;0;0;0;0;0;0;0
6212200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;612642;627263;469233;248273;274106;197401;89345;108922;37396
62123000;3986;12754;27282;4802;14021;13737;6892;7501;52791;3349;25031;60161;47928;5661;3415;0;0;0;0;0;0;0;0;0 
6212300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10723;4593;61061;23855;3863;509;248;8153;3584
62129000;78926;70049;150588;190562;118869;113.126 ;337712;202039;326152;261671;276400;175763;221.606 ;182205;168600;176;0;0;0;0;0;0;0;0
6212900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151309;172026;95043;113260;131955;104716;100871;71638;105361
62131000;54;0;3;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0 
62132000;27748;7288;18722;4003;10095;9274;14344;2582;10.627 ;68 ;12.615 ;21222;1187;6;123;0;0;0;0;0;0;0;0;0
6213200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;14588;52 ;592;601 ;2.977 ;1.851 ;2.787 ;1.596 
62139000;13745;55508;19652;22426;27330;22798;13960;2.303 ;6810;4.858 ;5097;9389;866;1.034 ;2.772 ;175;0;0;0;0;0;0;0;0
6213900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.660 ;17.059 ;14.720 ;4321;3130;1196;22451;1957;3872
62141000;238 ;325;1948;781 ;1981;15870;3060;576;418;107;0;480;15;0;8893;0;0;0;0;0;0;0;0;0
6214100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;477;501;2554;3257;2863;1302;2150;2116
62142000;52;1641;118;327;268;851 ;692;1884;1587;0;1921;747 ;122 ;153 ;4907;0;0;0;0;0;0;0;0;0
6214200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.568 ;905 ;375 ;96 ;465 ;779 ;73;2237;1601
62143000;340;139;19.627 ;30.331 ;58.835 ;8942;45624;11362;5250;13126;13242;12217;3174;4993;4686;0;0;0;0;0;0;0;0;0
6214300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3680;13093;11343;218022;4458;4020;7840;6108;3464
62144000;566;0;6241;1303;2639;1890;2;17;2010;1484;2.627 ;262 ;140 ;21 ;2.733 ;0;0;0;0;0;0;0;0;0
6214400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72 ;3.308 ;88 ;0;146 ;0;10 ;4.236 ;106 
62149000;107169;118924;134507;199645;161320;191125;292578;254841;247736;220473;191.061 ;180399;227.331 ;158.435 ;154.618 ;0;0;0;0;0;0;0;0;0
6214900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.799 ;58.565 ;69.201 ;402.329 ;34.954 ;38.795 ;36.195 ;29.697 ;26.879 
62151000;0;5.826 ;18.945 ;15.512 ;15.376 ;18.618 ;27.572 ;30.421 ;9.504 ;17 ;35;1400;5;919;15877;0;0;0;0;0;0;0;0;0
6215100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11924;14751;13433;8442;7883;9205;38362;1751;2003
62152000;266 ;1.420 ;13.177 ;8.311 ;27.496 ;125.491 ;73.434 ;47.883 ;49.014 ;30.723 ;15.822 ;8.801 ;10.489 ;10.192 ;9.792 ;0;0;0;0;0;0;0;0;0
6215200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.717 ;8.864 ;11.686 ;5.007 ;3.755 ;11.191 ;4.801 ;12.362 ;13.529 
62159000;1.832 ;11.875 ;15.921 ;8.725 ;13.877 ;28.569 ;25.159 ;19.246 ;21.458 ;5.991 ;22.933 ;16.518 ;19.966 ;10.220 ;15.502 ;0;0;0;0;0;0;0;0;0
6215900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.981 ;18.157 ;19.299 ;14.766 ;24.392 ;41.945 ;28.932 ;2.578 ;9.816 
62160000;1.244.651 ;1.687.694 ;1.769.913 ;1.802.666 ;1.097.273 ;589.094 ;872.734 ;308.648 ;932.233 ;1.434.095 ;19.971 ;21.042 ;6.391 ;12.590 ;408.529 ;58;0;0;0;0;0;0;0;0
6216000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;676.307 ;678.977 ;831.410 ;539.624 ;205.219 ;30.998 ;6.473 ;34.022 ;3.973 
62171000;542.522 ;430.084 ;376.108 ;658.948 ;586.675 ;524.766 ;826.158 ;510.492 ;664.142 ;649.910 ;1.721.311 ;894.320 ;1.087.035 ;675.140 ;334.393 ;1069;0;0;0;0;0;0;0;0
6217100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;357.457 ;376.030 ;532.881 ;1.341.978 ;1.536.788 ;1.705.913 ;3.936.668 ;3.149.493 ;5.566.275 
62179000;192106;251.718 ;182.155 ;165708;696.256 ;879.535 ;348.159 ;345.848 ;437.453 ;895418;667413;403432;451.360 ;1070653;774.968 ;45406;0;0;0;0;0;0;0;0
